Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct),Solar Radiation Average (watt/m2),Solar Radiation/langley Total (langley),Wind Speed Maximum (mph),Wind Speed Average (mph),Vapor Pressure - Partial (inch_Hg),Vapor Pressure - Saturated (inch_Hg),Soil Moisture Percent -2in (pct),Soil Moisture Percent -4in (pct),Soil Moisture Percent -8in (pct),Soil Moisture Percent -20in (pct),Soil Moisture Percent -40in (pct),Soil Temperature Observed -2in (degF),Soil Temperature Observed -4in (degF),Soil Temperature Observed -8in (degF),Soil Temperature Observed -20in (degF),Soil Temperature Observed -40in (degF)
2017-01-01 00:00,2190,45,44,0.00,86,0.00,,5.6,3.3,0.25,0.30,,0.0,4.5,8.5,37.3,,47,49,52,57
2017-01-01 01:00,2190,45,44,0.00,86,0.00,,6.5,3.8,0.25,0.29,,0.0,4.8,8.5,37.3,,47,49,52,57
2017-01-01 02:00,2190,45,43,0.00,85,0.00,,5.5,2.1,0.25,0.29,,0.0,4.4,8.5,37.3,,46,48,52,57
2017-01-01 03:00,2190,45,43,0.00,87,0.01,,6.0,2.9,0.25,0.29,,0.0,4.6,8.5,37.3,,46,48,52,57
2017-01-01 04:00,2190,46,45,0.00,84,0.00,,10.7,6.7,0.25,0.31,,0.0,4.8,8.7,32.4,,46,48,52,57
2017-01-01 05:00,2190,45,44,0.00,83,0.01,,12.9,8.6,0.25,0.30,,0.0,4.8,8.5,32.4,,46,48,52,57
2017-01-01 06:00,2190,44,42,0.00,88,0.94,,9.8,4.8,0.25,0.27,,0.0,4.8,8.3,32.4,,45,47,52,57
2017-01-01 07:00,2190,43,41,0.00,91,71.65,,5.5,2.9,0.24,0.26,,0.0,5.1,8.5,32.4,,45,47,51,57
2017-01-01 08:00,2190,47,43,0.00,91,233.60,,5.3,2.4,0.26,0.30,,0.0,4.6,8.3,32.4,,44,47,51,57
2017-01-01 09:00,2190,51,47,0.00,82,378.00,,3.9,1.6,0.28,0.35,,0.0,4.5,8.3,37.3,,44,47,51,57
2017-01-01 10:00,2190,54,51,0.00,75,480.60,,15.7,8.9,0.27,0.39,,0.0,4.8,8.5,37.3,,46,47,51,57
2017-01-01 11:00,2190,55,54,0.00,65,528.70,,18.1,12.8,0.27,0.43,,0.0,4.6,8.5,37.3,,48,47,51,57
2017-01-01 12:00,2190,57,55,0.00,62,516.80,,19.8,15.1,0.27,0.45,,0.0,4.6,8.7,37.3,,51,48,51,57
2017-01-01 13:00,2190,57,57,0.00,57,447.20,,22.4,17.2,0.27,0.47,,0.0,5.2,8.5,37.3,,53,49,51,57
2017-01-01 14:00,2190,57,57,0.00,56,327.40,,22.9,17.6,0.26,0.47,,0.0,4.9,8.7,37.3,,55,51,51,57
2017-01-01 15:00,2190,57,55,0.00,55,171.60,,24.3,18.8,0.25,0.45,,0.0,4.9,8.5,37.3,,56,52,51,57
2017-01-01 16:00,2190,55,52,0.00,61,22.21,,23.9,17.5,0.26,0.42,,0.0,4.6,8.3,37.3,,56,52,52,57
2017-01-01 17:00,2190,52,51,0.00,69,0.07,,19.2,13.8,0.26,0.38,,0.0,5.0,8.3,37.3,,55,53,52,57
2017-01-01 18:00,2190,51,50,0.00,68,0.03,,17.9,13.4,0.25,0.37,,0.0,5.0,8.1,32.4,,54,53,52,57
2017-01-01 19:00,2190,50,49,0.00,71,0.01,,19.2,14.0,0.25,0.35,,0.0,5.0,8.5,32.4,,52,52,52,57
2017-01-01 20:00,2190,49,49,0.00,73,0.00,,18.1,12.0,0.25,0.35,,0.0,5.1,8.5,32.4,,51,52,52,57
2017-01-01 21:00,2190,49,47,0.00,70,0.00,,19.8,13.6,0.23,0.33,,0.0,5.3,8.5,37.3,,50,51,52,57
2017-01-01 22:00,2190,50,48,0.00,66,0.00,,23.2,14.7,0.20,0.35,,0.0,4.6,8.9,37.3,,49,51,53,57
2017-01-01 23:00,2190,51,50,0.00,51,0.01,,24.3,16.9,0.18,0.37,,0.0,5.2,8.9,37.3,,48,50,53,57
2017-01-02 00:00,2190,51,50,0.00,48,0.01,,26.6,17.1,0.18,0.37,,0.0,4.7,8.3,31.0,,48,50,53,57
2017-01-02 01:00,2190,51,50,0.00,47,0.01,,22.8,16.6,0.18,0.37,,0.0,5.0,8.3,32.4,,47,50,52,57
2017-01-02 02:00,2190,51,48,0.00,47,0.02,,25.4,15.8,0.18,0.36,,0.0,5.2,8.9,37.3,,47,49,52,57
2017-01-02 03:00,2190,48,47,0.00,59,0.00,,19.5,12.9,0.20,0.33,,0.0,4.5,8.9,37.3,,47,49,52,57
2017-01-02 04:00,2190,50,47,0.00,61,0.01,,20.2,13.5,0.19,0.33,,0.0,4.5,8.9,37.3,,47,49,52,57
2017-01-02 05:00,2190,50,48,0.00,45,0.02,,21.5,16.1,0.17,0.35,,0.0,4.5,8.3,37.3,,47,49,52,57
2017-01-02 06:00,2190,49,48,0.00,54,0.20,,22.1,15.8,0.18,0.34,,0.0,4.8,8.5,32.4,,46,48,52,57
2017-01-02 07:00,2190,49,48,0.00,56,16.07,,26.3,17.5,0.19,0.34,,0.0,4.8,8.5,32.4,,46,48,52,57
2017-01-02 08:00,2190,50,48,0.00,61,66.51,,29.3,19.4,0.20,0.35,,0.0,4.8,8.5,37.3,,46,48,52,57
2017-01-02 09:00,2190,52,50,0.00,50,167.80,,26.2,18.5,0.19,0.37,,0.0,4.8,8.5,37.3,,46,48,52,57
2017-01-02 10:00,2190,53,52,0.00,51,278.00,,24.6,18.1,0.20,0.40,,0.0,4.8,8.5,37.3,,47,48,52,57
2017-01-02 11:00,2190,56,53,0.00,47,562.20,,26.0,19.6,0.19,0.43,,0.0,4.8,8.5,37.3,,48,48,52,57
2017-01-02 12:00,2190,57,56,0.00,36,535.40,,34.1,24.6,0.17,0.46,,0.0,4.5,8.5,37.3,,49,49,52,57
2017-01-02 13:00,2190,57,57,0.00,37,432.40,,34.6,25.7,0.18,0.47,,0.0,4.7,8.5,37.3,,52,49,52,57
2017-01-02 14:00,2190,58,57,0.00,39,313.10,,33.4,24.1,0.19,0.48,,0.0,4.6,8.5,32.4,,53,50,52,57
2017-01-02 15:00,2190,58,57,0.00,39,165.20,,34.9,25.0,0.19,0.48,,0.0,4.9,8.5,37.3,,54,51,52,57
2017-01-02 16:00,2190,57,55,0.00,43,18.42,,33.1,24.3,0.20,0.45,,0.0,5.0,8.5,31.0,,55,52,52,57
2017-01-02 17:00,2190,55,54,0.00,47,0.08,,24.2,17.2,0.19,0.43,,0.0,4.8,8.5,37.3,,54,52,52,57
2017-01-02 18:00,2190,54,53,0.00,44,0.03,,23.2,15.5,0.19,0.42,,0.0,4.8,8.3,37.3,,53,53,52,57
2017-01-02 19:00,2190,53,52,0.00,50,0.03,,23.8,16.2,0.20,0.40,,0.0,4.8,8.3,37.3,,52,52,52,57
2017-01-02 20:00,2190,53,50,0.00,50,0.02,,23.6,14.5,0.19,0.39,,0.0,5.0,8.0,37.3,,51,52,53,57
2017-01-02 21:00,2190,51,49,0.00,51,0.03,,20.9,13.5,0.19,0.37,,0.0,4.6,8.6,37.3,,51,51,53,57
2017-01-02 22:00,2190,51,47,0.00,49,0.01,,17.0,10.1,0.20,0.35,,0.0,4.8,8.9,37.3,,50,51,53,57
2017-01-02 23:00,2190,47,47,0.00,66,0.01,,16.2,12.3,0.22,0.32,,0.0,5.2,8.4,37.3,,49,51,53,57
2017-01-03 00:00,2190,48,47,0.00,65,0.00,,20.1,13.1,0.21,0.33,,0.0,4.6,8.7,37.3,,48,50,53,57
2017-01-03 01:00,2190,48,47,0.00,63,0.01,,16.0,10.2,0.22,0.32,,0.0,4.9,8.4,37.3,,47,50,53,57
2017-01-03 02:00,2190,47,47,0.00,67,0.01,,16.6,10.6,0.22,0.32,,0.0,4.5,8.6,37.3,,47,50,53,57
2017-01-03 03:00,2190,47,47,0.00,68,0.00,,17.2,11.9,0.22,0.32,,0.0,4.5,8.7,37.3,,47,49,53,57
2017-01-03 04:00,2190,47,47,0.00,69,0.01,,15.6,10.9,0.22,0.32,,0.0,5.0,8.6,37.3,,47,49,52,57
2017-01-03 05:00,2190,47,46,0.00,70,0.01,,14.0,9.3,0.22,0.32,,0.0,5.0,8.9,37.3,,46,49,53,57
2017-01-03 06:00,2190,47,46,0.00,71,0.18,,12.7,9.1,0.23,0.32,,,4.3,8.9,37.3,,46,48,52,57
2017-01-03 07:00,2190,47,46,0.00,73,21.52,,14.7,10.2,0.24,0.32,,,4.5,8.9,37.3,,46,48,52,57
2017-01-03 08:00,2190,49,47,0.00,73,103.70,,15.8,11.2,0.24,0.34,,0.0,4.5,8.9,37.3,,46,48,52,57
2017-01-03 09:00,2190,51,49,0.00,68,226.80,,19.0,13.5,0.24,0.36,,0.0,4.5,8.2,37.3,,46,48,52,57
2017-01-03 10:00,2190,53,51,0.00,64,308.10,,19.0,13.7,0.24,0.38,,0.0,4.5,9.3,37.3,,47,48,52,57
2017-01-03 11:00,2190,54,53,0.00,59,473.10,,19.8,14.6,0.23,0.40,,0.0,4.3,8.3,37.3,,48,48,52,57
2017-01-03 12:00,2190,54,54,0.00,57,355.80,,20.1,15.1,0.24,0.41,,0.0,4.7,8.3,37.3,,50,49,52,57
2017-01-03 13:00,2190,55,54,0.00,57,377.00,,20.7,15.3,0.24,0.43,,0.0,4.6,8.5,37.3,,52,49,52,57
2017-01-03 14:00,2190,55,54,0.00,57,257.00,,21.2,16.5,0.24,0.43,,0.0,4.8,8.5,37.3,,53,50,52,57
2017-01-03 15:00,2190,54,53,0.00,55,148.80,,22.8,17.1,0.23,0.42,,0.0,5.0,8.5,37.3,,54,51,52,57
2017-01-03 16:00,2190,53,51,0.00,59,16.41,,21.5,16.1,0.24,0.39,,0.0,4.8,8.5,37.3,,54,52,52,57
2017-01-03 17:00,2190,51,50,0.00,66,0.09,,20.7,14.3,0.25,0.37,,0.0,5.2,8.5,37.3,,54,52,52,57
2017-01-03 18:00,2190,50,49,0.00,72,0.02,,23.2,14.8,0.26,0.35,,0.0,5.4,8.9,37.3,,52,52,53,57
2017-01-03 19:00,2190,49,48,0.00,75,0.02,,17.7,9.6,0.26,0.34,,0.0,4.8,8.9,37.3,,51,52,53,57
2017-01-03 20:00,2190,49,47,0.00,75,0.01,,18.2,11.0,0.26,0.34,,0.0,4.8,8.7,37.3,,50,51,53,57
2017-01-03 21:00,2190,49,47,0.00,80,0.02,,17.5,11.1,0.27,0.34,,0.0,5.0,8.4,37.3,,49,51,53,57
2017-01-03 22:00,2190,49,47,0.00,77,0.02,,14.9,8.9,0.26,0.33,,0.0,4.8,8.4,37.3,,49,51,53,57
