Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct),Solar Radiation Average (watt/m2),Solar Radiation/langley Total (langley),Wind Speed Maximum (mph),Wind Speed Average (mph),Vapor Pressure - Partial (inch_Hg),Vapor Pressure - Saturated (inch_Hg),Soil Moisture Percent -2in (pct),Soil Moisture Percent -4in (pct),Soil Moisture Percent -8in (pct),Soil Moisture Percent -20in (pct),Soil Moisture Percent -40in (pct),Soil Temperature Observed -2in (degF),Soil Temperature Observed -4in (degF),Soil Temperature Observed -8in (degF),Soil Temperature Observed -20in (degF),Soil Temperature Observed -40in (degF)
2017-01-01 00:00,2187,32,29,0.00,85,0.16,,7.2,3.5,0.16,0.18,6.1,6.5,3.5,5.0,6.2,31,31,33,37,45
2017-01-01 01:00,2187,29,25,0.00,94,0.18,,3.8,1.7,0.14,0.14,6.6,6.5,3.8,5.0,6.2,32,31,33,37,45
2017-01-01 02:00,2187,29,25,0.00,98,0.18,,4.3,2.3,0.14,0.14,6.8,5.8,3.8,5.0,6.2,32,31,33,37,45
2017-01-01 03:00,2187,29,25,0.00,95,0.17,,4.0,2.1,0.14,0.15,6.8,6.5,3.5,5.0,6.5,31,31,33,37,45
2017-01-01 04:00,2187,26,23,0.00,95,0.21,,4.0,2.2,0.13,0.13,6.6,6.0,3.5,5.0,6.2,31,30,33,37,45
2017-01-01 05:00,2187,25,24,0.00,96,0.15,,3.5,2.1,0.13,0.14,5.9,6.3,3.8,5.0,6.2,29,29,33,37,44
2017-01-01 06:00,2187,24,20,0.00,94,0.41,,4.3,2.1,0.12,0.13,5.7,6.0,3.1,5.0,6.8,28,28,33,37,44
2017-01-01 07:00,2187,23,20,0.00,92,10.55,,11.5,2.9,0.11,0.12,6.2,6.3,3.5,5.0,6.2,27,27,33,37,44
2017-01-01 08:00,2187,29,21,0.00,99,185.40,,7.0,2.9,0.12,0.13,5.8,6.1,3.8,5.0,6.8,26,26,33,37,44
2017-01-01 09:00,2187,34,28,0.00,96,357.30,,7.6,1.8,0.15,0.17,5.6,5.8,3.7,5.0,6.2,25,25,33,37,44
2017-01-01 10:00,2187,36,31,0.00,79,475.30,,6.9,2.4,0.16,0.19,5.3,5.9,3.5,5.0,6.2,26,26,32,37,44
2017-01-01 11:00,2187,40,36,0.00,78,533.40,,9.4,3.4,0.16,0.23,5.8,5.8,3.7,5.0,6.2,28,27,32,37,44
2017-01-01 12:00,2187,39,38,0.00,67,529.00,,14.2,8.1,0.16,0.24,5.7,6.0,3.7,5.0,6.2,29,29,32,37,44
2017-01-01 13:00,2187,41,39,0.00,66,464.80,,14.9,8.0,0.16,0.25,5.9,6.3,3.5,5.0,6.2,30,30,32,37,44
2017-01-01 14:00,2187,40,39,0.00,64,351.10,,20.1,10.1,0.16,0.25,6.3,6.0,3.7,5.0,6.2,31,30,32,37,44
2017-01-01 15:00,2187,39,38,0.00,66,170.50,,21.7,13.6,0.16,0.24,7.0,6.5,3.7,5.0,6.2,34,31,32,37,44
2017-01-01 16:00,2187,38,37,0.00,68,8.37,,19.1,13.0,0.16,0.22,7.3,6.3,3.7,5.0,6.2,35,31,32,37,44
2017-01-01 17:00,2187,37,36,0.00,73,0.10,,17.3,11.2,0.16,0.22,7.5,6.8,3.7,5.0,6.2,34,31,33,37,44
2017-01-01 18:00,2187,36,35,0.00,77,0.09,,19.7,10.7,0.16,0.21,7.5,6.5,3.4,5.0,6.2,33,31,33,37,44
2017-01-01 19:00,2187,38,35,0.00,80,0.11,,22.6,10.6,0.16,0.21,8.1,6.5,3.8,5.0,6.2,32,31,33,37,44
2017-01-01 20:00,2187,37,35,0.00,55,0.11,,20.2,6.9,0.12,0.22,8.6,5.9,3.1,5.0,6.2,32,31,33,37,44
2017-01-01 21:00,2187,38,37,0.00,37,0.13,,14.6,7.2,0.08,0.22,8.4,6.1,3.8,5.0,6.2,32,31,33,37,44
2017-01-01 22:00,2187,40,37,0.00,49,0.08,,16.7,8.4,0.08,0.23,9.0,6.1,3.4,5.0,6.2,32,31,33,37,44
